customerId,currentBalance,averageBalance,minimumBalance,maximumBalance,balanceVolatility,averageTransactionValue,monthlyTransactionValue,transactionsPerMonth,daysSinceLastTransaction,monthlyActiveDays,transactionGrowthRate,engagementScore,engagementCategory,scoreBreakdown,numberOfProducts,hasCreditCard,hasLoan,hasInvestment,hasInsurance,complaintCount,complaintsLast90Days,unresolvedComplaints,averageResolutionTime,digitalUsagePercentage,mobileLoginFrequency,webLoginFrequency,digitalSessionDuration,age,income,creditScore,tenureMonths,churn
CUST-1527,2663.64,42506.67,200.0,128239.08,1.037,2557.98,65654.81,25.67,1,21,-0.074,74.2,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 17.5, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,False,True,True,False,0,0,0,0.0,70.1,5.0,2.3,498.2,49,404729,784,15,0
CUST-1528,3102.73,4326.21,200.0,15517.52,0.996,2415.32,72459.52,30.0,1,23,0.22,78.4,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 19.7, 'productUsage': 16.0, 'recency': 19.7, 'servicePenalty': 2.0}",4,True,False,True,True,1,1,0,105.0,78.9,5.7,3.2,560.0,35,3152238,786,94,0
CUST-1529,33046.21,81540.15,33046.21,145022.58,0.407,2660.32,35914.25,13.5,2,10,0.024,65.2,Engaged,"{'transactionFrequency': 16.9, 'digitalUsage': 21.0, 'productUsage': 8.0, 'recency': 19.3, 'servicePenalty': 0.0}",2,True,False,False,False,0,0,0,0.0,84.0,7.8,2.2,544.1,35,859225,729,10,0
CUST-1530,40373.8,94409.76,40373.8,139352.56,0.31,2434.39,38544.5,15.83,1,12,0.064,67.0,Engaged,"{'transactionFrequency': 19.8, 'digitalUsage': 21.6, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 2.0}",2,False,False,False,True,1,1,0,7.0,86.3,5.8,2.2,421.9,38,794748,744,25,0
CUST-1531,200.0,3526.14,200.0,20386.76,1.394,2223.73,36320.93,16.33,1,17,0.381,66.0,Engaged,"{'transactionFrequency': 20.4, 'digitalUsage': 21.9, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 4.0}",2,False,True,False,False,4,2,0,52.5,87.8,8.2,4.8,478.7,33,935410,737,47,0
CUST-1532,3979.09,4558.45,200.0,21273.79,1.189,2705.77,22999.08,8.5,4,3,-0.344,54.0,At Risk,"{'transactionFrequency': 10.6, 'digitalUsage': 16.7, 'productUsage': 8.0, 'recency': 18.7, 'servicePenalty': 0.0}",2,True,False,False,False,0,0,0,0.0,66.7,1.2,2.0,658.8,27,411690,700,3,1
CUST-1533,200.0,3719.82,200.0,27736.38,2.163,2234.02,19733.82,8.83,64,0,-0.625,36.8,Dormant,"{'transactionFrequency': 11.0, 'digitalUsage': 19.8, 'productUsage': 8.0, 'recency': 0.0, 'servicePenalty': 2.0}",2,False,False,True,False,2,1,0,42.0,79.2,2.3,0.7,477.1,39,400483,738,6,1
CUST-1534,200.0,5985.04,200.0,32015.72,1.25,2663.18,48381.03,18.17,2,10,-0.266,70.1,Engaged,"{'transactionFrequency': 22.7, 'digitalUsage': 16.1, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 0.0}",3,False,False,True,True,0,0,0,0.0,64.2,2.3,1.0,509.1,44,250000,687,32,0
CUST-1535,257351.52,294008.63,245354.16,345097.03,0.1,1848.92,34205.01,18.5,1,11,0.018,69.5,Engaged,"{'transactionFrequency': 23.1, 'digitalUsage': 18.7, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,True,False,False,False,0,0,0,0.0,74.8,6.2,1.3,586.0,21,255230,729,21,0
CUST-1536,150387.32,167854.97,146331.03,202169.01,0.107,2212.48,23968.56,10.83,3,2,-0.086,62.8,Engaged,"{'transactionFrequency': 13.5, 'digitalUsage': 22.3, 'productUsage': 8.0, 'recency': 19.0, 'servicePenalty': 0.0}",2,False,False,True,False,0,0,0,0.0,89.2,11.8,1.3,432.0,45,250000,588,49,0
CUST-1537,130119.03,236292.14,129448.11,334008.98,0.252,2352.98,63530.46,27.0,2,22,0.31,78.7,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 22.4, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 0.0}",3,False,True,False,True,0,0,0,0.0,89.5,12.7,5.7,519.7,44,632650,633,41,0
CUST-1538,265814.36,337971.78,265814.36,406225.12,0.123,2010.35,54614.52,27.17,1,17,-0.167,76.6,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 23.9, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,False,False,True,False,0,0,0,0.0,95.7,8.7,3.5,496.4,31,619221,664,112,0
CUST-1539,350479.42,405476.52,348040.99,498067.83,0.11,3013.45,38170.4,12.67,5,7,-0.186,63.2,Engaged,"{'transactionFrequency': 15.8, 'digitalUsage': 19.1, 'productUsage': 12.0, 'recency': 18.3, 'servicePenalty': 2.0}",3,True,True,False,False,1,1,0,115.0,76.3,4.5,1.5,519.3,56,503148,750,7,0
CUST-1540,302.48,21942.88,200.0,64668.88,1.001,2812.32,43122.24,15.33,4,6,-0.157,66.5,Engaged,"{'transactionFrequency': 19.2, 'digitalUsage': 20.6, 'productUsage': 8.0, 'recency': 18.7, 'servicePenalty': 0.0}",2,False,False,False,True,0,0,0,0.0,82.6,7.0,2.8,480.0,45,1676211,614,16,0
CUST-1541,8267.33,11987.03,200.0,55998.05,1.192,2094.44,41190.62,19.67,3,12,0.182,82.0,Highly Engaged,"{'transactionFrequency': 24.6, 'digitalUsage': 22.4, 'productUsage': 16.0, 'recency': 19.0, 'servicePenalty': 0.0}",4,True,False,True,True,0,0,0,0.0,89.8,7.0,4.8,538.6,23,471657,754,4,0
CUST-1542,200.0,13259.24,200.0,60175.95,1.308,2709.01,35668.65,13.17,38,0,-0.714,39.6,Dormant,"{'transactionFrequency': 16.5, 'digitalUsage': 16.8, 'productUsage': 4.0, 'recency': 7.3, 'servicePenalty': 5.0}",1,False,False,False,False,1,0,1,0.0,67.1,2.3,2.5,477.6,21,887412,643,6,1
CUST-1543,4774.54,3338.34,200.0,16567.47,0.935,2337.2,35837.12,15.33,31,0,-0.597,51.4,At Risk,"{'transactionFrequency': 19.2, 'digitalUsage': 19.6, 'productUsage': 8.0, 'recency': 9.7, 'servicePenalty': 5.0}",2,False,False,False,True,1,0,1,0.0,78.3,4.8,2.5,566.1,21,1336640,592,29,1
CUST-1544,200.0,2906.39,200.0,20410.54,1.752,2561.55,32446.25,12.67,12,2,-0.375,58.9,At Risk,"{'transactionFrequency': 15.8, 'digitalUsage': 22.1, 'productUsage': 12.0, 'recency': 16.0, 'servicePenalty': 7.0}",3,False,True,True,False,1,1,1,0.0,88.2,7.0,2.5,543.7,34,364668,682,3,1
CUST-1545,17805.85,20096.45,200.0,89353.45,1.168,2478.49,54113.71,21.83,1,15,0.078,73.6,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 17.0, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,True,False,False,True,0,0,0,0.0,67.9,2.5,1.3,620.2,36,701320,800,13,0
CUST-1546,3926.21,26042.52,200.0,87175.27,0.99,2067.71,37908.05,18.33,2,16,0.286,76.3,Engaged,"{'transactionFrequency': 22.9, 'digitalUsage': 24.1, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 2.0}",3,False,False,True,True,1,1,0,23.0,96.4,14.3,4.2,455.9,38,341340,561,48,0
CUST-1547,6091.36,58604.08,6091.36,91552.78,0.471,2616.7,34017.14,13.0,3,9,-0.095,64.1,Engaged,"{'transactionFrequency': 16.2, 'digitalUsage': 20.8, 'productUsage': 8.0, 'recency': 19.0, 'servicePenalty': 0.0}",2,True,False,False,False,0,0,0,0.0,83.3,4.7,3.0,500.3,45,566500,700,3,0
CUST-1548,21809.86,22713.49,18193.28,27975.94,0.116,1850.89,4010.26,2.17,79,0,-0.636,25.9,Dormant,"{'transactionFrequency': 2.7, 'digitalUsage': 19.2, 'productUsage': 4.0, 'recency': 0.0, 'servicePenalty': 0.0}",1,False,False,False,False,0,0,0,0.0,76.9,0.5,0.0,775.5,45,498838,461,56,1
CUST-1549,5517.92,73131.03,5517.92,121107.73,0.439,2086.76,29562.49,14.17,1,12,0.175,70.3,Engaged,"{'transactionFrequency': 17.7, 'digitalUsage': 20.9, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,False,False,True,True,0,0,0,0.0,83.5,14.7,2.8,390.8,29,515260,655,6,0
CUST-1550,2056.32,5904.19,200.0,29608.85,1.147,3052.49,31542.37,10.33,29,1,-0.609,52.4,At Risk,"{'transactionFrequency': 12.9, 'digitalUsage': 20.1, 'productUsage': 16.0, 'recency': 10.3, 'servicePenalty': 7.0}",4,False,True,True,True,1,1,1,0.0,80.6,4.3,2.8,537.4,32,475256,548,29,1
CUST-1551,204.32,5170.72,200.0,37055.68,1.522,2543.55,49175.36,19.33,2,16,-0.033,74.6,Engaged,"{'transactionFrequency': 24.2, 'digitalUsage': 15.1, 'productUsage': 16.0, 'recency': 19.3, 'servicePenalty': 0.0}",4,True,True,True,False,0,0,0,0.0,60.3,0.5,0.7,380.8,56,250000,753,39,0
CUST-1552,200.0,22699.59,200.0,80901.26,1.133,2348.7,50888.52,21.67,3,16,-0.141,72.5,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 16.6, 'productUsage': 16.0, 'recency': 19.0, 'servicePenalty': 4.0}",4,True,False,True,True,2,2,0,51.5,66.2,5.0,2.3,432.3,29,720841,751,14,0
CUST-1553,11753.47,3622.05,200.0,11753.47,1.199,2278.15,18225.2,8.0,30,1,-0.529,39.6,Dormant,"{'transactionFrequency': 10.0, 'digitalUsage': 15.6, 'productUsage': 4.0, 'recency': 10.0, 'servicePenalty': 0.0}",1,False,False,False,False,0,0,0,0.0,62.5,2.5,0.7,608.5,38,615015,589,14,1
CUST-1554,200.0,11514.38,200.0,66965.22,1.501,2471.0,37065.02,15.0,5,11,0.19,66.3,Engaged,"{'transactionFrequency': 18.8, 'digitalUsage': 17.2, 'productUsage': 12.0, 'recency': 18.3, 'servicePenalty': 0.0}",3,False,False,True,True,0,0,0,0.0,68.9,0.8,2.8,407.7,46,1413523,662,3,0
CUST-1555,200.0,12358.55,200.0,68076.63,1.381,2420.2,42756.81,17.67,1,12,-0.138,77.1,Engaged,"{'transactionFrequency': 22.1, 'digitalUsage': 19.4, 'productUsage': 16.0, 'recency': 19.7, 'servicePenalty': 0.0}",4,True,True,False,True,0,0,0,0.0,77.4,7.7,2.0,530.5,35,340175,697,54,0
CUST-1556,28271.09,93386.81,22666.47,166297.57,0.481,2170.38,52812.61,24.33,3,11,-0.217,74.9,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 14.9, 'productUsage': 16.0, 'recency': 19.0, 'servicePenalty': 0.0}",4,True,True,False,True,0,0,0,0.0,59.6,4.7,0.5,562.6,57,870471,769,23,0
CUST-1557,332622.57,446766.02,332622.57,531112.82,0.133,2475.58,63127.18,25.5,1,20,0.123,77.6,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 20.9, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,True,True,False,False,0,0,0,0.0,83.7,9.0,3.3,394.9,38,1062967,769,46,0
CUST-1558,200.0,49169.49,200.0,97838.25,0.653,2397.86,42761.79,17.83,2,13,-0.018,64.1,Engaged,"{'transactionFrequency': 22.3, 'digitalUsage': 14.5, 'productUsage': 8.0, 'recency': 19.3, 'servicePenalty': 0.0}",2,True,False,False,False,0,0,0,0.0,57.9,5.3,2.2,499.4,51,920471,812,3,0
CUST-1559,43581.55,75449.05,43581.55,131457.93,0.329,2254.41,15780.9,7.0,7,1,-0.483,59.1,At Risk,"{'transactionFrequency': 8.8, 'digitalUsage': 16.7, 'productUsage': 16.0, 'recency': 17.7, 'servicePenalty': 0.0}",4,True,False,True,True,0,0,0,0.0,66.7,8.8,1.8,494.8,28,709978,572,5,0
CUST-1560,73100.77,144021.02,73100.77,214373.82,0.267,2302.65,47971.96,20.83,1,18,-0.076,72.1,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 19.4, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,False,True,False,False,0,0,0,0.0,77.6,10.0,4.3,467.7,33,727272,725,18,0
CUST-1561,8791.61,84992.43,8791.61,129052.58,0.434,2337.95,42862.43,18.33,4,13,0.113,72.7,Engaged,"{'transactionFrequency': 22.9, 'digitalUsage': 21.1, 'productUsage': 12.0, 'recency': 18.7, 'servicePenalty': 2.0}",3,False,True,False,True,1,1,0,31.0,84.5,9.7,4.7,461.2,43,495816,617,14,0
CUST-1562,13487.81,22623.0,9980.46,38066.8,0.461,2950.44,7867.83,2.67,71,0,-0.5,19.5,Dormant,"{'transactionFrequency': 3.3, 'digitalUsage': 17.2, 'productUsage': 4.0, 'recency': 0.0, 'servicePenalty': 5.0}",1,False,False,False,False,1,0,1,0.0,68.7,2.2,1.3,537.1,53,250000,580,3,1
CUST-1563,200.0,15202.84,200.0,68231.31,1.315,2207.44,43045.09,19.5,4,11,0.164,70.9,Engaged,"{'transactionFrequency': 24.4, 'digitalUsage': 19.9, 'productUsage': 8.0, 'recency': 18.7, 'servicePenalty': 0.0}",2,True,False,False,False,0,0,0,0.0,79.5,6.3,3.3,478.1,61,1695551,634,28,0
CUST-1564,802.19,33498.05,200.0,83994.26,0.726,2349.65,32111.93,13.67,5,7,-0.353,74.9,Engaged,"{'transactionFrequency': 17.1, 'digitalUsage': 19.5, 'productUsage': 20.0, 'recency': 18.3, 'servicePenalty': 0.0}",5,True,True,True,True,0,0,0,0.0,78.0,9.7,4.7,552.1,27,668917,711,3,0
CUST-1565,1542.78,29621.08,200.0,106402.26,1.094,2048.06,55639.05,27.17,1,19,-0.146,86.6,Highly Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 21.9, 'productUsage': 20.0, 'recency': 19.7, 'servicePenalty': 0.0}",5,True,True,True,True,0,0,0,0.0,87.7,9.8,4.7,553.6,31,1407642,765,37,0
CUST-1566,643758.81,670121.9,643758.81,705925.52,0.026,2366.93,30770.08,13.0,5,9,-0.298,72.1,Engaged,"{'transactionFrequency': 16.2, 'digitalUsage': 21.5, 'productUsage': 16.0, 'recency': 18.3, 'servicePenalty': 0.0}",4,True,True,False,True,0,0,0,0.0,85.9,8.7,3.7,434.4,42,450305,687,19,0
CUST-1567,4401.19,19308.62,4401.19,37046.32,0.571,2452.2,24522.0,10.0,7,3,-0.45,59.4,At Risk,"{'transactionFrequency': 12.5, 'digitalUsage': 21.2, 'productUsage': 8.0, 'recency': 17.7, 'servicePenalty': 0.0}",2,True,False,False,False,0,0,0,0.0,85.0,6.2,1.7,568.9,40,454784,728,3,1
CUST-1568,37153.34,120937.5,37153.34,179915.03,0.34,2050.31,40322.75,19.67,1,16,0.308,79.3,Engaged,"{'transactionFrequency': 24.6, 'digitalUsage': 19.1, 'productUsage': 16.0, 'recency': 19.7, 'servicePenalty': 0.0}",4,True,True,True,False,0,0,0,0.0,76.3,7.8,3.2,464.3,21,834280,771,140,0
CUST-1569,383884.53,414633.84,383689.34,438082.52,0.028,2313.44,27375.69,11.83,1,8,0.147,67.9,Engaged,"{'transactionFrequency': 14.8, 'digitalUsage': 21.5, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,True,True,False,False,1,0,0,62.0,85.9,8.3,4.3,508.8,39,770752,738,58,0
CUST-1570,18526.17,68121.38,7207.35,138479.01,0.649,2451.32,33092.89,13.5,3,6,0.075,59.9,At Risk,"{'transactionFrequency': 16.9, 'digitalUsage': 20.1, 'productUsage': 4.0, 'recency': 19.0, 'servicePenalty': 0.0}",1,False,False,False,False,0,0,0,0.0,80.2,7.3,2.7,534.4,52,1266989,709,42,0
CUST-1571,1624.43,51764.3,200.0,130729.03,0.832,2449.07,54287.75,22.17,1,15,-0.099,74.9,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 18.2, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,False,False,True,True,0,0,0,0.0,72.9,1.5,4.0,435.4,51,1249943,634,6,0
CUST-1572,30858.39,88184.93,30858.39,128414.05,0.279,2455.13,42146.35,17.17,1,14,-0.056,71.6,Engaged,"{'transactionFrequency': 21.5, 'digitalUsage': 18.4, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,True,True,False,False,0,0,0,0.0,73.8,5.8,1.2,563.1,46,623934,718,3,0
CUST-1573,200.0,20378.42,200.0,44670.16,0.872,2298.62,14557.93,6.33,44,0,-0.333,32.0,Dormant,"{'transactionFrequency': 7.9, 'digitalUsage': 17.8, 'productUsage': 8.0, 'recency': 5.3, 'servicePenalty': 7.0}",2,False,True,False,False,1,1,1,0.0,71.1,2.8,0.0,482.0,65,443201,544,7,1
CUST-1574,3779.92,11991.94,200.0,48372.98,1.188,2267.27,31363.92,13.83,4,1,-0.426,62.9,Engaged,"{'transactionFrequency': 17.3, 'digitalUsage': 22.9, 'productUsage': 4.0, 'recency': 18.7, 'servicePenalty': 0.0}",1,False,False,False,False,0,0,0,0.0,91.6,7.5,4.0,541.6,33,459364,555,26,1
CUST-1575,200.0,27736.99,200.0,58611.6,0.785,2533.73,26181.86,10.33,8,4,0.207,59.6,At Risk,"{'transactionFrequency': 12.9, 'digitalUsage': 21.4, 'productUsage': 8.0, 'recency': 17.3, 'servicePenalty': 0.0}",2,False,True,False,False,0,0,0,0.0,85.5,7.0,4.2,573.3,33,742467,774,15,0
CUST-1576,200.0,5074.01,200.0,22047.95,1.414,2444.95,22412.02,9.17,42,0,-0.643,34.5,Dormant,"{'transactionFrequency': 11.5, 'digitalUsage': 20.0, 'productUsage': 4.0, 'recency': 6.0, 'servicePenalty': 7.0}",1,False,False,False,False,1,1,1,0.0,80.0,2.7,0.7,590.2,21,1193429,712,31,1
CUST-1577,200.0,19062.83,200.0,58163.41,0.676,2208.48,34231.37,15.5,2,15,0.159,67.6,Engaged,"{'transactionFrequency': 19.4, 'digitalUsage': 16.9, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 0.0}",3,False,True,True,False,0,0,0,0.0,67.7,5.3,2.0,588.1,65,561375,771,5,0
CUST-1578,200.0,2255.09,200.0,22513.62,1.936,2245.52,22080.97,9.83,15,1,-0.512,54.4,At Risk,"{'transactionFrequency': 12.3, 'digitalUsage': 19.1, 'productUsage': 8.0, 'recency': 15.0, 'servicePenalty': 0.0}",2,False,False,True,False,0,0,0,0.0,76.3,2.8,1.2,514.5,30,334771,718,3,1
CUST-1579,200.0,10027.54,200.0,41293.3,1.428,2703.04,44149.69,16.33,1,12,0.174,67.7,Engaged,"{'transactionFrequency': 20.4, 'digitalUsage': 19.6, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,False,False,True,False,0,0,0,0.0,78.6,8.7,2.3,513.9,33,924573,605,26,0
CUST-1580,200.0,51176.57,200.0,162477.66,1.078,2420.11,76233.59,31.5,1,28,0.011,76.8,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 20.1, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,True,False,True,False,0,0,0,0.0,80.4,6.0,2.7,550.8,27,494512,784,49,0
CUST-1581,515.91,19548.14,200.0,72403.59,1.192,2354.27,22757.9,9.67,7,1,-0.8,55.9,At Risk,"{'transactionFrequency': 12.1, 'digitalUsage': 18.1, 'productUsage': 8.0, 'recency': 17.7, 'servicePenalty': 0.0}",2,True,False,False,False,0,0,0,0.0,72.4,1.5,0.2,705.0,48,388866,770,8,1
CUST-1582,98103.19,118086.48,93200.45,144187.2,0.148,2083.85,26048.17,12.5,2,9,-0.026,72.3,Engaged,"{'transactionFrequency': 15.6, 'digitalUsage': 21.3, 'productUsage': 16.0, 'recency': 19.3, 'servicePenalty': 0.0}",4,True,False,True,True,0,0,0,0.0,85.3,9.3,3.0,476.5,21,1837531,850,59,0
CUST-1583,200.0,5959.84,200.0,33077.11,1.532,2427.14,46520.26,19.17,2,16,0.053,72.2,Engaged,"{'transactionFrequency': 24.0, 'digitalUsage': 16.9, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 0.0}",3,True,True,False,False,0,0,0,0.0,67.8,7.3,3.0,526.5,65,646670,850,22,0
CUST-1584,200.0,59560.17,200.0,164682.76,0.868,2612.41,47458.85,18.17,2,12,-0.18,71.1,Engaged,"{'transactionFrequency': 22.7, 'digitalUsage': 19.0, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 2.0}",3,False,False,True,True,1,1,0,117.0,76.1,11.2,3.5,557.9,38,1543878,700,90,0
CUST-1585,496001.22,571340.74,496001.22,625591.9,0.061,2725.57,59508.3,21.83,3,12,0.254,69.3,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 13.4, 'productUsage': 12.0, 'recency': 19.0, 'servicePenalty': 0.0}",3,False,True,True,False,0,0,0,0.0,53.4,1.7,0.2,481.8,21,3757310,811,3,0
CUST-1586,94789.41,160479.57,94789.41,199527.46,0.202,2251.42,25891.38,11.5,1,9,0.367,66.9,Engaged,"{'transactionFrequency': 14.4, 'digitalUsage': 18.9, 'productUsage': 16.0, 'recency': 19.7, 'servicePenalty': 2.0}",4,True,True,True,False,1,1,0,6.0,75.4,8.2,2.7,545.0,34,270744,680,70,0
CUST-1587,644091.81,764594.45,644091.81,919342.92,0.116,2577.28,74741.24,29.0,2,21,-0.167,78.4,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 18.1, 'productUsage': 16.0, 'recency': 19.3, 'servicePenalty': 0.0}",4,True,True,True,False,0,0,0,0.0,72.4,6.0,1.7,455.4,61,672574,807,39,0
CUST-1588,559.16,15504.69,200.0,58227.41,1.395,2296.94,40962.11,17.83,2,11,-0.088,76.8,Engaged,"{'transactionFrequency': 22.3, 'digitalUsage': 19.1, 'productUsage': 16.0, 'recency': 19.3, 'servicePenalty': 0.0}",4,True,True,True,False,0,0,0,0.0,76.6,9.2,2.5,510.0,49,590951,664,57,0
CUST-1589,4728.57,2053.24,200.0,18375.0,1.388,2170.6,28941.32,13.33,27,3,-0.536,54.3,At Risk,"{'transactionFrequency': 16.7, 'digitalUsage': 19.7, 'productUsage': 12.0, 'recency': 11.0, 'servicePenalty': 5.0}",3,False,False,True,True,1,0,1,0.0,78.7,5.2,2.2,572.4,26,250000,679,5,1
CUST-1590,200.0,15945.84,200.0,68465.1,1.337,2124.62,34702.18,16.33,2,12,0.128,70.1,Engaged,"{'transactionFrequency': 20.4, 'digitalUsage': 18.4, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 0.0}",3,True,False,False,True,0,0,0,0.0,73.5,7.2,3.8,481.1,21,563166,797,9,0
CUST-1591,200.0,14391.68,200.0,49320.29,1.109,2384.92,41338.58,17.33,2,13,0.304,61.6,Engaged,"{'transactionFrequency': 21.7, 'digitalUsage': 16.6, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 8.0}",3,True,True,False,False,4,4,0,68.2,66.3,2.5,0.2,390.8,52,1079536,699,27,0
CUST-1592,1438.8,65953.89,200.0,138907.28,0.63,2243.45,79642.42,35.5,1,24,0.15,79.1,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 22.4, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,False,False,True,True,0,0,0,0.0,89.7,7.7,4.0,464.9,40,265872,782,3,0
CUST-1593,1993.21,33145.03,200.0,124160.98,1.208,2402.15,54849.06,22.83,2,22,-0.122,75.1,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 18.8, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 0.0}",3,True,True,False,False,0,0,0,0.0,75.2,6.8,2.2,551.1,31,429602,800,8,0
CUST-1594,92080.03,142889.38,90308.43,203103.48,0.234,2448.61,53053.27,21.67,1,16,-0.03,75.4,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 22.7, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,False,True,False,False,2,0,0,75.5,90.8,10.0,5.2,428.0,46,549400,743,13,0
CUST-1595,200.0,31406.43,200.0,102500.67,1.033,2347.17,56332.04,24.0,1,17,0.086,75.2,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 22.6, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,False,False,True,False,1,0,0,9.0,90.3,11.7,4.2,505.4,70,419427,679,76,0
CUST-1596,200.0,6504.7,200.0,27736.85,1.35,2564.07,33332.91,13.0,1,9,-0.182,60.3,Engaged,"{'transactionFrequency': 16.2, 'digitalUsage': 16.4, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,False,False,True,False,0,0,0,0.0,65.4,7.2,2.7,581.4,26,250000,809,5,0
CUST-1597,18928.69,101432.39,18928.69,189382.84,0.526,2044.89,56916.14,27.83,1,20,0.061,71.8,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 19.1, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,False,False,True,False,0,0,0,0.0,76.6,7.8,2.7,493.4,23,1115787,818,12,0
CUST-1598,118321.31,153516.51,110085.54,211789.08,0.188,2479.87,45050.98,18.17,2,13,-0.318,71.0,Engaged,"{'transactionFrequency': 22.7, 'digitalUsage': 17.0, 'productUsage': 12.0, 'recency': 19.3, 'servicePenalty': 0.0}",3,True,True,False,False,0,0,0,0.0,67.9,4.8,0.8,505.2,54,338261,757,3,0
CUST-1599,2703.71,14229.99,200.0,84538.78,1.705,2445.69,68071.77,27.83,1,18,-0.122,70.2,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 21.6, 'productUsage': 4.0, 'recency': 19.7, 'servicePenalty': 0.0}",1,False,False,False,False,0,0,0,0.0,86.2,8.3,2.5,545.3,21,1109662,813,25,0
CUST-1600,55396.07,107935.23,49556.73,217957.11,0.465,2450.74,56366.95,23.0,3,18,-0.056,76.8,Engaged,"{'transactionFrequency': 25.0, 'digitalUsage': 20.8, 'productUsage': 12.0, 'recency': 19.0, 'servicePenalty': 0.0}",3,True,False,True,False,0,0,0,0.0,83.3,4.5,3.2,342.2,29,285926,633,3,0
CUST-1601,200.0,43755.45,200.0,119368.4,0.934,2314.92,42440.24,18.33,1,9,-0.377,70.6,Engaged,"{'transactionFrequency': 22.9, 'digitalUsage': 20.0, 'productUsage': 8.0, 'recency': 19.7, 'servicePenalty': 0.0}",2,False,False,False,True,0,0,0,0.0,80.0,5.2,2.3,523.9,21,712130,666,3,0
CUST-1602,200.0,4133.81,200.0,26994.69,1.226,2364.63,37045.94,15.67,1,12,-0.154,70.7,Engaged,"{'transactionFrequency': 19.6, 'digitalUsage': 19.4, 'productUsage': 12.0, 'recency': 19.7, 'servicePenalty': 0.0}",3,True,True,False,False,0,0,0,0.0,77.7,7.8,5.3,490.5,31,469441,694,59,0
CUST-1603,7979.17,14014.51,200.0,50090.87,0.899,2118.14,34596.28,16.33,5,7,-0.214,66.7,Engaged,"{'transactionFrequency': 20.4, 'digitalUsage': 21.9, 'productUsage': 8.0, 'recency': 18.3, 'servicePenalty': 2.0}",2,False,False,False,True,2,1,0,38.0,87.8,8.8,3.5,558.3,48,314471,796,83,0
CUST-1604,14768.35,39952.77,5717.05,92090.51,0.679,2064.53,27183.02,13.17,3,7,-0.116,57.9,At Risk,"{'transactionFrequency': 16.5, 'digitalUsage': 16.4, 'productUsage': 8.0, 'recency': 19.0, 'servicePenalty': 2.0}",2,False,False,True,False,2,1,0,57.5,65.8,2.7,5.0,458.6,52,2341380,639,78,0
